Date,Mobile Operating System,Percent of Usage
1/1/13,iOS,25.85
1/1/13,SymbianOS,8.86
1/1/13,Series 40,12.86
1/1/13,BlackBerry OS,3.39
1/1/13,Samsung,5.03
1/1/13,Unknown,4.31
1/1/13,Windows Phone,1.05
1/1/13,Sony Ericsson,0.71
1/1/13,Linux,0.09
1/1/13,bada,0.44
1/1/13,Nokia Unknown,0
1/1/13,LG,0.03
1/1/13,Playstation,0.1
1/1/13,WinCE,0
1/1/13,Nintendo 3DS,0.15
1/1/13,Nintendo,0.04
1/1/13,webOS,0.01
1/1/13,WinXP,0.01
1/1/13,Brew,0.07
1/1/13,Motorola,0.03
1/1/13,Win7,0.04
1/1/13,MeeGo,0.03
1/1/13,Maemo 5,0.01
1/1/13,WinVista,0
1/1/13,Other,0.02
2/1/13,Android,36.9
2/1/13,iOS,27.21
2/1/13,SymbianOS,8.18
2/1/13,Series 40,12.61
2/1/13,BlackBerry OS,3.32
2/1/13,Samsung,4.79
2/1/13,Unknown,4.25
2/1/13,Windows Phone,1.08
2/1/13,Sony Ericsson,0.65
2/1/13,Linux,0.08
2/1/13,bada,0.41
2/1/13,Nokia Unknown,0
2/1/13,LG,0.03
2/1/13,Playstation,0.09
2/1/13,WinCE,0
2/1/13,Nintendo 3DS,0.15
2/1/13,Nintendo,0.04
2/1/13,webOS,0.01
2/1/13,WinXP,0.01
2/1/13,Brew,0.07
2/1/13,Motorola,0.03
2/1/13,Win7,0.03
2/1/13,MeeGo,0.03
2/1/13,Maemo 5,0.01
2/1/13,WinVista,0
2/1/13,Other,0.02
3/1/13,Android,37.23
3/1/13,iOS,27.14
3/1/13,SymbianOS,7.98
3/1/13,Series 40,12.58
3/1/13,BlackBerry OS,3.27
3/1/13,Samsung,4.68
3/1/13,Unknown,4.29
3/1/13,Windows Phone,1.19
3/1/13,Sony Ericsson,0.63
3/1/13,Linux,0.08
3/1/13,bada,0.4
3/1/13,Nokia Unknown,0
3/1/13,LG,0.03
3/1/13,Playstation,0.1
3/1/13,WinCE,0
3/1/13,Nintendo 3DS,0.17
3/1/13,Nintendo,0.04
3/1/13,webOS,0.01
3/1/13,WinXP,0.01
3/1/13,Brew,0.06
3/1/13,Motorola,0.03
3/1/13,Win7,0.02
3/1/13,MeeGo,0.03
3/1/13,Maemo 5,0.01
3/1/13,WinVista,0
3/1/13,Other,0.02
4/1/13,Android,38.34
4/1/13,iOS,26.46
4/1/13,SymbianOS,7.75
4/1/13,Series 40,12.5
4/1/13,BlackBerry OS,3.27
4/1/13,Samsung,4.53
4/1/13,Unknown,4.36
4/1/13,Windows Phone,1.25
4/1/13,Sony Ericsson,0.6
4/1/13,Linux,0.08
4/1/13,bada,0.39
4/1/13,Nokia Unknown,0
4/1/13,LG,0.03
4/1/13,Playstation,0.09
4/1/13,WinCE,0
4/1/13,Nintendo 3DS,0.16
4/1/13,Nintendo,0.04
4/1/13,webOS,0
4/1/13,WinXP,0.01
4/1/13,Brew,0.03
4/1/13,Motorola,0.03
4/1/13,Win7,0.02
4/1/13,MeeGo,0.03
4/1/13,Maemo 5,0.01
4/1/13,WinVista,0
4/1/13,Other,0.02
5/1/13,Android,38.27
5/1/13,iOS,25.86
5/1/13,SymbianOS,7.68
5/1/13,Series 40,12.74
5/1/13,BlackBerry OS,3.47
5/1/13,Samsung,4.57
5/1/13,Unknown,4.65
5/1/13,Windows Phone,1.33
5/1/13,Sony Ericsson,0.58
5/1/13,Linux,0.07
5/1/13,bada,0.37
5/1/13,Nokia Unknown,0
5/1/13,LG,0.03
5/1/13,Playstation,0.09
5/1/13,WinCE,0
5/1/13,Nintendo 3DS,0.1
5/1/13,Nintendo,0.04
5/1/13,webOS,0
5/1/13,WinXP,0.01
5/1/13,Brew,0.03
5/1/13,Motorola,0.03
5/1/13,Win7,0.01
5/1/13,MeeGo,0.03
5/1/13,Maemo 5,0.01
5/1/13,WinVista,0
5/1/13,Other,0.02
6/1/13,Android,37.93
6/1/13,iOS,25.09
6/1/13,SymbianOS,7.69
6/1/13,Series 40,13.43
6/1/13,BlackBerry OS,3.46
6/1/13,Samsung,4.75
6/1/13,Unknown,4.87
6/1/13,Windows Phone,1.4
6/1/13,Sony Ericsson,0.57
6/1/13,Linux,0.06
6/1/13,bada,0.35
6/1/13,Nokia Unknown,0
6/1/13,LG,0.03
6/1/13,Playstation,0.08
6/1/13,WinCE,0
6/1/13,Nintendo 3DS,0.1
6/1/13,Nintendo,0.04
6/1/13,webOS,0
6/1/13,WinXP,0.02
6/1/13,Brew,0.03
6/1/13,Motorola,0.03
6/1/13,Win7,0.01
6/1/13,MeeGo,0.02
6/1/13,Maemo 5,0.01
6/1/13,WinVista,0
6/1/13,Other,0.02
7/1/13,Android,38.34
7/1/13,iOS,24.79
7/1/13,SymbianOS,6.39
7/1/13,Series 40,14.38
7/1/13,BlackBerry OS,3.66
7/1/13,Samsung,4.64
7/1/13,Unknown,3.63
7/1/13,Windows Phone,1.52
7/1/13,Sony Ericsson,0.54
7/1/13,Linux,1.11
7/1/13,bada,0.32
7/1/13,Nokia Unknown,0
7/1/13,LG,0.31
7/1/13,Playstation,0.08
7/1/13,WinCE,0
7/1/13,Nintendo 3DS,0.09
7/1/13,Nintendo,0.04
7/1/13,webOS,0
7/1/13,WinXP,0.03
7/1/13,Brew,0.03
7/1/13,Motorola,0.03
7/1/13,Win7,0.01
7/1/13,MeeGo,0.02
7/1/13,Maemo 5,0
7/1/13,WinVista,0.01
7/1/13,Other,0.03
8/1/13,Android,39.52
8/1/13,iOS,23.44
8/1/13,SymbianOS,6.33
8/1/13,Series 40,14.24
8/1/13,BlackBerry OS,3.75
8/1/13,Samsung,4.59
8/1/13,Unknown,3.55
8/1/13,Windows Phone,1.62
8/1/13,Sony Ericsson,0.5
8/1/13,Linux,1.49
8/1/13,bada,0.31
8/1/13,Nokia Unknown,0
8/1/13,LG,0.32
8/1/13,Playstation,0.07
8/1/13,WinCE,0
8/1/13,Nintendo 3DS,0.05
8/1/13,Nintendo,0.04
8/1/13,webOS,0
8/1/13,WinXP,0.02
8/1/13,Brew,0.03
8/1/13,Motorola,0.03
8/1/13,Win7,0.01
8/1/13,MeeGo,0.02
8/1/13,Maemo 5,0
8/1/13,WinVista,0.02
8/1/13,Other,0.03
9/1/13,Android,39.82
9/1/13,iOS,22.73
9/1/13,SymbianOS,6.3
9/1/13,Series 40,14.13
9/1/13,BlackBerry OS,3.75
9/1/13,Samsung,4.82
9/1/13,Unknown,3.75
9/1/13,Windows Phone,1.7
9/1/13,Sony Ericsson,0.49
9/1/13,Linux,1.61
9/1/13,bada,0.3
9/1/13,Nokia Unknown,0
9/1/13,LG,0.33
9/1/13,Playstation,0.05
9/1/13,WinCE,0
9/1/13,Nintendo 3DS,0.04
9/1/13,Nintendo,0.03
9/1/13,webOS,0
9/1/13,WinXP,0.02
9/1/13,Brew,0.02
9/1/13,Motorola,0.02
9/1/13,Win7,0.01
9/1/13,MeeGo,0.02
9/1/13,Maemo 5,0
9/1/13,WinVista,0.03
9/1/13,Other,0.04
10/1/13,Android,39.39
10/1/13,iOS,20.54
10/1/13,SymbianOS,6.49
10/1/13,Series 40,14.64
10/1/13,BlackBerry OS,3.81
10/1/13,Samsung,4.97
10/1/13,Unknown,5.35
10/1/13,Windows Phone,1.71
10/1/13,Sony Ericsson,0.57
10/1/13,Linux,1.6
10/1/13,bada,0.25
10/1/13,Nokia Unknown,0
10/1/13,LG,0.41
10/1/13,Playstation,0.04
10/1/13,WinCE,0
10/1/13,Nintendo 3DS,0.03
10/1/13,Nintendo,0.02
10/1/13,webOS,0
10/1/13,WinXP,0.02
10/1/13,Brew,0.02
10/1/13,Motorola,0.02
10/1/13,Win7,0.01
10/1/13,MeeGo,0.02
10/1/13,Maemo 5,0
10/1/13,WinVista,0.03
10/1/13,Other,0.05
11/1/13,Android,41.31
11/1/13,iOS,21.94
11/1/13,SymbianOS,5.45
11/1/13,Series 40,13.6
11/1/13,BlackBerry OS,3.84
11/1/13,Samsung,4.77
11/1/13,Unknown,4.12
11/1/13,Windows Phone,1.95
11/1/13,Sony Ericsson,0.55
11/1/13,Linux,1.1
11/1/13,bada,0.25
11/1/13,Nokia Unknown,0.5
11/1/13,LG,0.39
11/1/13,Playstation,0.03
11/1/13,WinCE,0
11/1/13,Nintendo 3DS,0.03
11/1/13,Nintendo,0.02
11/1/13,webOS,0
11/1/13,WinXP,0.02
11/1/13,Brew,0.02
11/1/13,Motorola,0.03
11/1/13,Win7,0.01
11/1/13,MeeGo,0.02
11/1/13,Maemo 5,0
11/1/13,WinVista,0.03
11/1/13,Other,0.01
12/1/13,Android,42.99
12/1/13,iOS,21.82
12/1/13,SymbianOS,4.95
12/1/13,Series 40,13.02
12/1/13,BlackBerry OS,3.63
12/1/13,Samsung,4.54
12/1/13,Unknown,4.3
12/1/13,Windows Phone,2.08
12/1/13,Sony Ericsson,0.48
12/1/13,Linux,0.81
12/1/13,bada,0.25
12/1/13,Nokia Unknown,0.61
12/1/13,LG,0.34
12/1/13,Playstation,0.03
12/1/13,WinCE,0
12/1/13,Nintendo 3DS,0.02
12/1/13,Nintendo,0.02
12/1/13,webOS,0
12/1/13,WinXP,0.02
12/1/13,Brew,0.02
12/1/13,Motorola,0.02
12/1/13,Win7,0
12/1/13,MeeGo,0.02
12/1/13,Maemo 5,0
12/1/13,WinVista,0.03
12/1/13,Other,0
1/1/14,Android,44.53
1/1/14,iOS,23.55
1/1/14,SymbianOS,4.41
1/1/14,Series 40,11.72
1/1/14,BlackBerry OS,3.05
1/1/14,Samsung,4.17
1/1/14,Unknown,4.04
1/1/14,Windows Phone,2.16
1/1/14,Sony Ericsson,0.4
1/1/14,Linux,0.64
1/1/14,bada,0.24
1/1/14,Nokia Unknown,0.61
1/1/14,LG,0.3
1/1/14,Playstation,0.04
1/1/14,WinCE,0
1/1/14,Nintendo 3DS,0.02
1/1/14,Nintendo,0.02
1/1/14,webOS,0
1/1/14,WinXP,0.02
1/1/14,Brew,0.01
1/1/14,Motorola,0.02
1/1/14,Win7,0
1/1/14,MeeGo,0.02
1/1/14,Maemo 5,0
1/1/14,WinVista,0.03
1/1/14,Other,0
2/1/14,Android,47.45
2/1/14,iOS,22.97
2/1/14,SymbianOS,3.99
2/1/14,Series 40,10.87
2/1/14,BlackBerry OS,2.62
2/1/14,Samsung,3.86
2/1/14,Unknown,3.78
2/1/14,Windows Phone,2.22
2/1/14,Sony Ericsson,0.36
2/1/14,Linux,0.54
2/1/14,bada,0.23
2/1/14,Nokia Unknown,0.62
2/1/14,LG,0.27
2/1/14,Playstation,0.08
2/1/14,WinCE,0
2/1/14,Nintendo 3DS,0.02
2/1/14,Nintendo,0.01
2/1/14,webOS,0
2/1/14,WinXP,0.02
2/1/14,Brew,0.01
2/1/14,Motorola,0.01
2/1/14,Win7,0
2/1/14,MeeGo,0.01
2/1/14,Maemo 5,0
2/1/14,WinVista,0.03
2/1/14,Other,0
3/1/14,Android,48.26
3/1/14,iOS,23.6
3/1/14,SymbianOS,3.69
3/1/14,Series 40,10.24
3/1/14,BlackBerry OS,2.5
3/1/14,Samsung,3.66
3/1/14,Unknown,3.68
3/1/14,Windows Phone,2.22
3/1/14,Sony Ericsson,0.34
3/1/14,Linux,0.52
3/1/14,bada,0.22
3/1/14,Nokia Unknown,0.64
3/1/14,LG,0.25
3/1/14,Playstation,0.08
3/1/14,WinCE,0
3/1/14,Nintendo 3DS,0.02
3/1/14,Nintendo,0.01
3/1/14,webOS,0
3/1/14,WinXP,0.02
3/1/14,Brew,0.01
3/1/14,Motorola,0.01
3/1/14,Win7,0
3/1/14,MeeGo,0.01
3/1/14,Maemo 5,0
3/1/14,WinVista,0.03
3/1/14,Other,0
4/1/14,Android,49.95
4/1/14,iOS,23.25
4/1/14,SymbianOS,3.43
4/1/14,Series 40,9.54
4/1/14,BlackBerry OS,2.16
4/1/14,Samsung,3.57
4/1/14,Unknown,3.63
4/1/14,Windows Phone,2.4
4/1/14,Sony Ericsson,0.32
4/1/14,Linux,0.48
4/1/14,bada,0.21
4/1/14,Nokia Unknown,0.65
4/1/14,LG,0.23
4/1/14,Playstation,0.08
4/1/14,WinCE,0
4/1/14,Nintendo 3DS,0.02
4/1/14,Nintendo,0.01
4/1/14,webOS,0
4/1/14,WinXP,0.01
4/1/14,Brew,0.01
4/1/14,Motorola,0.01
4/1/14,Win7,0
4/1/14,MeeGo,0.01
4/1/14,Maemo 5,0
4/1/14,WinVista,0.02
4/1/14,Other,0
5/1/14,Android,52.23
5/1/14,iOS,23.24
5/1/14,SymbianOS,3.02
5/1/14,Series 40,8.73
5/1/14,BlackBerry OS,1.88
5/1/14,Samsung,3.11
5/1/14,Unknown,3.47
5/1/14,Windows Phone,2.4
5/1/14,Sony Ericsson,0.28
5/1/14,Linux,0.47
5/1/14,bada,0.18
5/1/14,Nokia Unknown,0.63
5/1/14,LG,0.21
5/1/14,Playstation,0.07
5/1/14,WinCE,0
5/1/14,Nintendo 3DS,0.02
5/1/14,Nintendo,0.01
5/1/14,webOS,0
5/1/14,WinXP,0
5/1/14,Brew,0.01
5/1/14,Motorola,0.01
5/1/14,Win7,0
5/1/14,MeeGo,0.01
5/1/14,Maemo 5,0
5/1/14,WinVista,0.02
5/1/14,Other,0
6/1/14,Android,52.98
6/1/14,iOS,24.29
6/1/14,SymbianOS,2.76
6/1/14,Series 40,7.9
6/1/14,BlackBerry OS,1.87
6/1/14,Samsung,2.66
6/1/14,Unknown,3.38
6/1/14,Windows Phone,2.37
6/1/14,Sony Ericsson,0.24
6/1/14,Linux,0.48
6/1/14,bada,0.17
6/1/14,Nokia Unknown,0.57
6/1/14,LG,0.19
6/1/14,Playstation,0.06
6/1/14,WinCE,0
6/1/14,Nintendo 3DS,0.02
6/1/14,Nintendo,0.01
6/1/14,webOS,0
6/1/14,WinXP,0
6/1/14,Brew,0.01
6/1/14,Motorola,0.01
6/1/14,Win7,0
6/1/14,MeeGo,0.01
6/1/14,Maemo 5,0
6/1/14,WinVista,0.02
6/1/14,Other,0
7/1/14,Android,53.51
7/1/14,iOS,24.9
7/1/14,SymbianOS,2.52
7/1/14,Series 40,7.34
7/1/14,BlackBerry OS,1.66
7/1/14,Samsung,2.51
7/1/14,Unknown,3.39
7/1/14,Windows Phone,2.42
7/1/14,Sony Ericsson,0.22
7/1/14,Linux,0.5
7/1/14,bada,0.15
7/1/14,Nokia Unknown,0.56
7/1/14,LG,0.18
7/1/14,Playstation,0.07
7/1/14,WinCE,0
7/1/14,Nintendo 3DS,0.02
7/1/14,Nintendo,0.01
7/1/14,webOS,0
7/1/14,WinXP,0
7/1/14,Brew,0.01
7/1/14,Motorola,0.01
7/1/14,Win7,0
7/1/14,MeeGo,0.01
7/1/14,Maemo 5,0
7/1/14,WinVista,0.02
7/1/14,Other,0
8/1/14,Android,54.87
8/1/14,iOS,23.57
8/1/14,SymbianOS,2.49
8/1/14,Series 40,7.24
8/1/14,BlackBerry OS,1.59
8/1/14,Samsung,2.51
8/1/14,Unknown,3.59
8/1/14,Windows Phone,2.36
8/1/14,Sony Ericsson,0.21
8/1/14,Linux,0.54
8/1/14,bada,0.14
8/1/14,Nokia Unknown,0.58
8/1/14,LG,0.17
8/1/14,Playstation,0.06
8/1/14,WinCE,0
8/1/14,Nintendo 3DS,0.01
8/1/14,Nintendo,0.01
8/1/14,webOS,0
8/1/14,WinXP,0
8/1/14,Brew,0.01
8/1/14,Motorola,0.01
8/1/14,Win7,0
8/1/14,MeeGo,0.01
8/1/14,Maemo 5,0
8/1/14,WinVista,0.02
8/1/14,Other,0
9/1/14,Android,55.7
9/1/14,iOS,24.73
9/1/14,SymbianOS,2.18
9/1/14,Series 40,6.94
9/1/14,BlackBerry OS,1.57
9/1/14,Samsung,2.28
9/1/14,Unknown,2.7
9/1/14,Windows Phone,2.29
9/1/14,Sony Ericsson,0.2
9/1/14,Linux,0.36
9/1/14,bada,0.14
9/1/14,Nokia Unknown,0.64
9/1/14,LG,0.17
9/1/14,Playstation,0.04
9/1/14,WinCE,0
9/1/14,Nintendo 3DS,0.01
9/1/14,Nintendo,0.01
9/1/14,webOS,0
9/1/14,WinXP,0.01
9/1/14,Brew,0.01
9/1/14,Motorola,0.01
9/1/14,Win7,0
9/1/14,MeeGo,0.01
9/1/14,Maemo 5,0
9/1/14,WinVista,0.02
9/1/14,Other,0
10/1/14,Android,57.43
10/1/14,iOS,25.96
10/1/14,SymbianOS,1.8
10/1/14,Series 40,5.68
10/1/14,BlackBerry OS,1.29
10/1/14,Samsung,1.8
10/1/14,Unknown,2.33
10/1/14,Windows Phone,2.32
10/1/14,Sony Ericsson,0.15
10/1/14,Linux,0.32
10/1/14,bada,0.11
10/1/14,Nokia Unknown,0.55
10/1/14,LG,0.13
10/1/14,Playstation,0.06
10/1/14,WinCE,0
10/1/14,Nintendo 3DS,0.01
10/1/14,Nintendo,0
10/1/14,webOS,0
10/1/14,WinXP,0.01
10/1/14,Brew,0.01
10/1/14,Motorola,0.01
10/1/14,Win7,0
10/1/14,MeeGo,0.01
10/1/14,Maemo 5,0
10/1/14,WinVista,0.02
10/1/14,Other,0.01
11/1/14,Android,59.9
11/1/14,iOS,23.02
11/1/14,SymbianOS,1.82
11/1/14,Series 40,5.73
11/1/14,BlackBerry OS,1.3
11/1/14,Samsung,1.75
11/1/14,Unknown,2.62
11/1/14,Windows Phone,2.42
11/1/14,Sony Ericsson,0.16
11/1/14,Linux,0.35
11/1/14,bada,0.11
11/1/14,Nokia Unknown,0.58
11/1/14,LG,0.13
11/1/14,Playstation,0.04
11/1/14,WinCE,0
11/1/14,Nintendo 3DS,0.02
11/1/14,Nintendo,0
11/1/14,webOS,0
11/1/14,WinXP,0
11/1/14,Brew,0.01
11/1/14,Motorola,0
11/1/14,Win7,0
11/1/14,MeeGo,0.01
11/1/14,Maemo 5,0
11/1/14,WinVista,0.02
11/1/14,Other,0.01
12/1/14,Android,58.96
12/1/14,iOS,25.15
12/1/14,SymbianOS,1.63
12/1/14,Series 40,5.18
12/1/14,BlackBerry OS,1.27
12/1/14,Samsung,1.59
12/1/14,Unknown,2.48
12/1/14,Windows Phone,2.29
12/1/14,Sony Ericsson,0.14
12/1/14,Linux,0.27
12/1/14,bada,0.1
12/1/14,Nokia Unknown,0.74
12/1/14,LG,0.12
12/1/14,Playstation,0.04
12/1/14,WinCE,0
12/1/14,Nintendo 3DS,0.02
12/1/14,Nintendo,0
12/1/14,webOS,0
12/1/14,WinXP,0
12/1/14,Brew,0.01
12/1/14,Motorola,0
12/1/14,Win7,0
12/1/14,MeeGo,0.01
12/1/14,Maemo 5,0
12/1/14,WinVista,0.02
12/1/14,Other,0